Price,Location,Number of Rooms,Area,Floor
280000,Mərdəkan q.,N/A,N/A,N/A
450000,Nəsimi r.,3 otaqlı,125 m²,10/16 mərtəbə
375000,Nəsimi r.,3 otaqlı,118 m²,6/16 mərtəbə
320000,Mərdəkan q.,N/A,N/A,N/A
197500,İnşaatçılar m.,3 otaqlı,135 m²,3/17 mərtəbə
170000,Nəriman Nərimanov m.,2 otaqlı,70 m²,2/17 mərtəbə
289000,8 Noyabr m.,3 otaqlı,126 m²,3/12 mərtəbə
130000,Lökbatan q.,N/A,N/A,N/A
116000,Həzi Aslanov m.,3 otaqlı,82 m²,1/5 mərtəbə
167000,Nəsimi r.,3 otaqlı,98 m²,7/8 mərtəbə
40000,Masazır q.,1 otaqlı,42 m²,7/8 mərtəbə
245000,28 May m.,2 otaqlı,100 m²,4/17 mərtəbə
73000,Masazır q.,3 otaqlı,75 m²,6/6 mərtəbə
250000,8 Noyabr m.,3 otaqlı,105 m²,9/13 mərtəbə
99000,Xırdalan,3 otaqlı,83 m²,8/8 mərtəbə
215000,Nəriman Nərimanov m.,3 otaqlı,100 m²,5/5 mərtəbə
132000,Azadlıq Prospekti m.,1 otaqlı,65 m²,11/20 mərtəbə
184000,28 May m.,2 otaqlı,60 m²,3/4 mərtəbə
650000,Şüvəlan q.,N/A,N/A,N/A
110000,Yasamal r.,2 otaqlı,40 m²,9/9 mərtəbə
239000,Həzi Aslanov m.,3 otaqlı,108 m²,9/17 mərtəbə
154000,Xətai r.,4 otaqlı,100 m²,5/5 mərtəbə
29999,Xaçmaz,N/A,N/A,N/A
257000,8 Noyabr m.,3 otaqlı,134 m²,4/14 mərtəbə
343000,Şah İsmayıl Xətai m.,2 otaqlı,82 m²,12/21 mərtəbə
128000,20 Yanvar m.,2 otaqlı,49 m²,6/18 mərtəbə
99000,Xətai r.,2 otaqlı,60 m²,4/5 mərtəbə
235000,Azadlıq Prospekti m.,3 otaqlı,105 m²,15/17 mərtəbə
1500000,Nəsimi r.,N/A,N/A,N/A
45000,Dədə Qorqud q.,N/A,N/A,N/A
69500,Sumqayıt,N/A,N/A,N/A
155000,Yeni Yasamal q.,3 otaqlı,100 m²,3/12 mərtəbə
172000,Həzi Aslanov q.,2 otaqlı,88 m²,4/17 mərtəbə
150000,Neftçilər m.,2 otaqlı,75 m²,2/11 mərtəbə
339000,28 May m.,3 otaqlı,155 m²,3/15 mərtəbə
181000,Əhmədli m.,3 otaqlı,122 m²,7/16 mərtəbə
38000,Məmmədli q.,N/A,N/A,N/A
158000,Həzi Aslanov m.,3 otaqlı,100 m²,17/19 mərtəbə
580000,Nəriman Nərimanov m.,N/A,N/A,N/A
145000,Nəsimi r.,3 otaqlı,55 m²,5/14 mərtəbə
153000,Bakıxanov q.,2 otaqlı,60 m²,3/5 mərtəbə
74550,Masazır q.,2 otaqlı,56 m²,8/11 mərtəbə
164000,Nəriman Nərimanov m.,2 otaqlı,54 m²,11/14 mərtəbə
349000,Mərdəkan q.,N/A,N/A,N/A
237000,Biləcəri q.,N/A,N/A,N/A
99000,Novxanı q.,N/A,N/A,N/A
1275000,Bayıl q.,5 otaqlı,7 m²,11/16 mərtəbə
195000,Dübəndi q.,N/A,N/A,N/A
159000,Nizami m.,3 otaqlı,70 m²,3/3 mərtəbə
176000,Nəsimi r.,3 otaqlı,72 m²,5/5 mərtəbə
400000,Gənclik m.,3 otaqlı,176 m²,8/12 mərtəbə
145000,Nəsimi r.,2 otaqlı,60 m²,2/13 mərtəbə
138000,Nəsimi m.,3 otaqlı,80 m²,19/19 mərtəbə
520000,Mərdəkan q.,N/A,N/A,N/A
197000,28 May m.,2 otaqlı,64 m²,9/17 mərtəbə
335000,Nəsimi r.,3 otaqlı,118 m²,14/17 mərtəbə
385000,28 May m.,3 otaqlı,8 m²,4/17 mərtəbə
168000,Xətai r.,4 otaqlı,126 m²,1/9 mərtəbə
430000,28 May m.,4 otaqlı,138 m²,9/12 mərtəbə
305000,Nəriman Nərimanov m.,3 otaqlı,140 m²,16/18 mərtəbə
280000,28 May m.,3 otaqlı,110 m²,3/17 mərtəbə
369999,Gənclik m.,3 otaqlı,145 m²,12/16 mərtəbə
246000,Nəriman Nərimanov m.,3 otaqlı,118 m²,12/15 mərtəbə
390000,Mərdəkan q.,N/A,N/A,N/A
2700000,Mərdəkan q.,N/A,N/A,N/A
93500,Xırdalan,2 otaqlı,75 m²,12/16 mərtəbə
69000,Novxanı q.,N/A,N/A,N/A
345000,8 Noyabr m.,4 otaqlı,130 m²,8/13 mərtəbə
289000,Gənclik m.,5 otaqlı,230 m²,14/19 mərtəbə
195000,Dübəndi q.,N/A,N/A,N/A
450000,8-ci kilometr q.,N/A,N/A,N/A
205000,Yasamal r.,4 otaqlı,105 m²,8/9 mərtəbə
298900,Elmlər Akademiyası m.,3 otaqlı,150 m²,15/17 mərtəbə
236500,7-ci mikrorayon q.,3 otaqlı,110 m²,8/13 mərtəbə
74000,Xırdalan,1 otaqlı,42 m²,11/14 mərtəbə
121776,20 Yanvar m.,2 otaqlı,2 m²,19/20 mərtəbə
160000,Xalqlar Dostluğu m.,3 otaqlı,80 m²,4/9 mərtəbə
88565,Xırdalan,1 otaqlı,47 m²,17/17 mərtəbə
155000,Yasamal r.,2 otaqlı,60 m²,5/5 mərtəbə
450000,Mərdəkan q.,N/A,N/A,N/A
360000,İnşaatçılar m.,3 otaqlı,139 m²,21/24 mərtəbə
140000,İçəri Şəhər m.,2 otaqlı,63 m²,5/5 mərtəbə
399900,Nəsimi r.,4 otaqlı,155 m²,6/16 mərtəbə
2500000,Şah İsmayıl Xətai m.,5 otaqlı,550 m²,7/27 mərtəbə
350000,Şah İsmayıl Xətai m.,3 otaqlı,110 m²,6/18 mərtəbə
118000,Xırdalan,3 otaqlı,66 m²,4/16 mərtəbə
330000,Mərdəkan q.,N/A,N/A,N/A
520000,Mərdəkan q.,N/A,N/A,N/A
83850,Xırdalan,2 otaqlı,65 m²,6/16 mərtəbə
75000,Məmmədli q.,N/A,N/A,N/A
205000,İnşaatçılar m.,3 otaqlı,75 m²,17/24 mərtəbə
849900,Gənclik m.,4 otaqlı,295 m²,11/13 mərtəbə
93000,Neftçilər m.,2 otaqlı,33 m²,1/5 mərtəbə
750000,Nəsimi m.,N/A,N/A,N/A
238000,Həzi Aslanov m.,3 otaqlı,125 m²,6/17 mərtəbə
150000,Memar Əcəmi m.,1 otaqlı,70 m²,17/18 mərtəbə
270000,Şah İsmayıl Xətai m.,3 otaqlı,95 m²,11/18 mərtəbə
270000,Şıxov q.,N/A,N/A,N/A
830000,Mərdəkan q.,N/A,N/A,N/A
210000,Qara Qarayev m.,2 otaqlı,102 m²,5/17 mərtəbə
2500000,Mərdəkan q.,N/A,N/A,N/A
270000,İnşaatçılar m.,3 otaqlı,146 m²,17/18 mərtəbə
109000,Xırdalan,3 otaqlı,86 m²,11/11 mərtəbə
228550,Şah İsmayıl Xətai m.,1 otaqlı,3 m²,10/21 mərtəbə
170000,Suraxanı r.,N/A,N/A,N/A
165000,Əhmədli m.,3 otaqlı,103 m²,17/18 mərtəbə
117000,Həzi Aslanov m.,3 otaqlı,70 m²,1/9 mərtəbə
320000,8 Noyabr m.,4 otaqlı,170 m²,4/18 mərtəbə
167000,Mərdəkan q.,N/A,N/A,N/A
190000,28 May m.,2 otaqlı,54 m²,12/18 mərtəbə
178000,Bayıl q.,2 otaqlı,95 m²,3/16 mərtəbə
191500,Nəriman Nərimanov m.,2 otaqlı,65 m²,10/14 mərtəbə
79000,Binəqədi r.,2 otaqlı,5 m²,10/17 mərtəbə
260000,Neftçilər m.,3 otaqlı,125 m²,10/17 mərtəbə
135000,Xətai r.,4 otaqlı,117 m²,1/9 mərtəbə
340000,20 Yanvar m.,5 otaqlı,240 m²,5/16 mərtəbə
80000,Hövsan q.,N/A,N/A,N/A
80000,Masazır q.,N/A,N/A,N/A
108000,Xalqlar Dostluğu m.,2 otaqlı,50 m²,9/9 mərtəbə
145000,Yasamal r.,3 otaqlı,166 m²,19/19 mərtəbə
45000,Hövsan q.,N/A,N/A,N/A
219000,Elmlər Akademiyası m.,4 otaqlı,111 m²,8/9 mərtəbə
275000,Əhmədli m.,3 otaqlı,2 m²,16/17 mərtəbə
345000,İnşaatçılar m.,5 otaqlı,205 m²,16/17 mərtəbə
145000,Binəqədi q.,N/A,N/A,N/A
618000,Nizami m.,4 otaqlı,225 m²,13/16 mərtəbə
139000,Əhmədli m.,3 otaqlı,70 m²,2/9 mərtəbə
246000,Badamdar q.,3 otaqlı,137 m²,4/18 mərtəbə
147000,İnşaatçılar m.,3 otaqlı,65 m²,7/9 mərtəbə
20500,Nizami m.,N/A,N/A,N/A
185000,Nəriman Nərimanov m.,2 otaqlı,3 m²,8/17 mərtəbə
406782,Yasamal q.,3 otaqlı,7 m²,7/16 mərtəbə
75500,Hövsan q.,N/A,N/A,N/A
139000,Əhmədli m.,2 otaqlı,58 m²,8/9 mərtəbə
259000,Nərimanov r.,3 otaqlı,103 m²,3/15 mərtəbə
250000,İçəri Şəhər m.,4 otaqlı,100 m²,2/2 mərtəbə
285000,İnşaatçılar m.,2 otaqlı,113 m²,2/15 mərtəbə
257000,Nəriman Nərimanov m.,3 otaqlı,110 m²,14/14 mərtəbə
175000,Yeni Yasamal q.,3 otaqlı,80 m²,3/9 mərtəbə
189000,Həzi Aslanov m.,3 otaqlı,80 m²,6/15 mərtəbə
375000,Xətai r.,3 otaqlı,170 m²,12/17 mərtəbə
193000,Badamdar q.,3 otaqlı,90 m²,2/2 mərtəbə
193000,28 May m.,2 otaqlı,55 m²,16/17 mərtəbə
35000,Saray q.,1 otaqlı,57 m²,9/10 mərtəbə
117000,Memar Əcəmi m.,3 otaqlı,56 m²,4/5 mərtəbə
45000,Binəqədi r.,2 otaqlı,63 m²,3/4 mərtəbə
250000,Binəqədi q.,N/A,N/A,N/A
333080,Nərimanov r.,3 otaqlı,4 m²,4/14 mərtəbə
186000,Həzi Aslanov m.,4 otaqlı,125 m²,9/19 mərtəbə
170000,Həzi Aslanov m.,3 otaqlı,90 m²,15/17 mərtəbə
444400,Şah İsmayıl Xətai m.,4 otaqlı,202 m²,17/24 mərtəbə
60000,Yeni Günəşli q.,2 otaqlı,38 m²,6/7 mərtəbə
225000,Nəsimi m.,3 otaqlı,110 m²,16/17 mərtəbə
120000,Əhmədli m.,2 otaqlı,65 m²,4/9 mərtəbə
255000,Nəriman Nərimanov m.,3 otaqlı,90 m²,4/16 mərtəbə
111000,Abşeron r.,N/A,N/A,N/A
100000,Xırdalan,N/A,N/A,N/A
5000,Nardaran q.,N/A,N/A,N/A
115000,Qaraçuxur q.,3 otaqlı,75 m²,2/5 mərtəbə
298000,Elmlər Akademiyası m.,4 otaqlı,180 m²,16/17 mərtəbə
227000,Nəriman Nərimanov m.,3 otaqlı,120 m²,3/16 mərtəbə
2500000,Mərdəkan q.,N/A,N/A,N/A
122000,Yeni Yasamal q.,2 otaqlı,55 m²,1/9 mərtəbə
400000,Mərdəkan q.,N/A,N/A,N/A
245000,Mehdiabad q.,N/A,N/A,N/A
72000,Xırdalan,N/A,N/A,N/A
229000,Buzovna q.,N/A,N/A,N/A
405000,Mərdəkan q.,N/A,N/A,N/A
265000,Ağ şəhər q.,2 otaqlı,52 m²,4/7 mərtəbə
116000,Memar Əcəmi m.,2 otaqlı,70 m²,1/5 mərtəbə
167000,28 May m.,3 otaqlı,80 m²,14/14 mərtəbə
2300,Oğuz,N/A,N/A,N/A
390000,Mərdəkan q.,N/A,N/A,N/A
205000,20 Yanvar m.,2 otaqlı,94 m²,5/17 mərtəbə
140000,Nizami r.,2 otaqlı,82 m²,11/17 mərtəbə
275000,Koroğlu m.,3 otaqlı,115 m²,11/16 mərtəbə
178000,Həzi Aslanov m.,4 otaqlı,90 m²,3/9 mərtəbə
290000,28 May m.,3 otaqlı,100 m²,6/14 mərtəbə
72000,Xırdalan,1 otaqlı,42 m²,6/17 mərtəbə
175000,Novxanı q.,N/A,N/A,N/A
265000,Qara Qarayev m.,3 otaqlı,118 m²,17/18 mərtəbə
56000,Abşeron r.,1 otaqlı,8 m²,3/10 mərtəbə
270000,Şüvəlan q.,N/A,N/A,N/A
288000,Memar Əcəmi m.,3 otaqlı,135 m²,4/8 mərtəbə
71000,Biləcəri q.,N/A,N/A,N/A
164000,Memar Əcəmi m.,2 otaqlı,77 m²,5/8 mərtəbə
222000,Həzi Aslanov m.,3 otaqlı,110 m²,5/19 mərtəbə
215000,Novxanı q.,N/A,N/A,N/A
110000,Memar Əcəmi m.,3 otaqlı,90 m²,1/9 mərtəbə
114000,Gənclik m.,N/A,N/A,N/A
214000,Xırdalan,N/A,N/A,N/A
250000,Şah İsmayıl Xətai m.,3 otaqlı,130 m²,13/14 mərtəbə
270000,8 Noyabr m.,3 otaqlı,80 m²,7/18 mərtəbə
155000,İnşaatçılar m.,3 otaqlı,82 m²,13/13 mərtəbə
330000,Nəsimi r.,3 otaqlı,110 m²,12/18 mərtəbə
415000,Mərdəkan q.,N/A,N/A,N/A
135000,İnşaatçılar m.,2 otaqlı,96 m²,18/18 mərtəbə
250000,Elmlər Akademiyası m.,3 otaqlı,100 m²,1/5 mərtəbə
219000,Badamdar q.,3 otaqlı,100 m²,3/16 mərtəbə
165000,Qaraçuxur q.,3 otaqlı,112 m²,13/14 mərtəbə
175000,Mərdəkan q.,N/A,N/A,N/A
120000,Masazır q.,3 otaqlı,83 m²,2/8 mərtəbə
70000,Xırdalan,2 otaqlı,50 m²,4/14 mərtəbə
137900,7-ci mikrorayon q.,2 otaqlı,4 m²,5/9 mərtəbə
145000,İnşaatçılar m.,2 otaqlı,46 m²,3/5 mərtəbə
236500,Bayıl q.,2 otaqlı,91 m²,2/12 mərtəbə
496500,Ağ şəhər q.,4 otaqlı,5 m²,2/7 mərtəbə
242000,Mərdəkan q.,N/A,N/A,N/A
200000,Maştağa q.,N/A,N/A,N/A
150000,Memar Əcəmi m.,N/A,N/A,N/A
715000,28 May m.,4 otaqlı,238 m²,11/16 mərtəbə
239000,Nərimanov r.,3 otaqlı,70 m²,5/7 mərtəbə
60000,Görədil q.,N/A,N/A,N/A
165000,Memar Əcəmi m.,3 otaqlı,63 m²,13/13 mərtəbə
254910,Koroğlu m.,2 otaqlı,2 m²,16/16 mərtəbə
38000,Masazır q.,1 otaqlı,42 m²,7/9 mərtəbə
500000,Buzovna q.,N/A,N/A,N/A
240000,Yasamal r.,3 otaqlı,135 m²,6/16 mərtəbə
225000,Badamdar q.,N/A,N/A,N/A
122500,9-cu mikrorayon q.,2 otaqlı,60 m²,4/5 mərtəbə
235000,8 Noyabr m.,3 otaqlı,92 m²,11/17 mərtəbə
119000,Əhmədli q.,2 otaqlı,56 m²,8/9 mərtəbə
85000,Masazır q.,N/A,N/A,N/A
140000,Neftçilər m.,3 otaqlı,82 m²,17/18 mərtəbə
137000,Həzi Aslanov q.,2 otaqlı,55 m²,3/19 mərtəbə
540000,Nardaran q.,3 otaqlı,144 m²,4/5 mərtəbə
260000,Nəriman Nərimanov m.,2 otaqlı,112 m²,16/19 mərtəbə
100000,Neftçilər m.,1 otaqlı,65 m²,2/17 mərtəbə
71000,Binəqədi q.,2 otaqlı,51 m²,14/16 mərtəbə
188000,Badamdar q.,4 otaqlı,91 m²,2/16 mərtəbə
265000,20 Yanvar m.,3 otaqlı,153 m²,2/18 mərtəbə
168000,Yasamal r.,2 otaqlı,100 m²,4/17 mərtəbə
133000,Gənclik m.,3 otaqlı,50 m²,3/5 mərtəbə
155000,Qara Qarayev m.,2 otaqlı,67 m²,18/19 mərtəbə
560000,28 May m.,4 otaqlı,225 m²,5/20 mərtəbə
1000000,8 Noyabr m.,N/A,N/A,N/A
270000,Nizami m.,3 otaqlı,105 m²,9/17 mərtəbə
165000,Gənclik m.,2 otaqlı,61 m²,5/17 mərtəbə
250000,Gənclik m.,2 otaqlı,80 m²,10/16 mərtəbə
173000,Memar Əcəmi m.,2 otaqlı,57 m²,3/17 mərtəbə
230000,28 May m.,N/A,N/A,N/A
312000,28 May m.,3 otaqlı,120 m²,3/16 mərtəbə
61000,Savalan q.,N/A,N/A,N/A
145000,8 Noyabr m.,N/A,N/A,N/A
894750,Şah İsmayıl Xətai m.,N/A,N/A,N/A
270000,Əhmədli m.,3 otaqlı,106 m²,2/3 mərtəbə
239000,Nəsimi r.,3 otaqlı,70 m²,5/7 mərtəbə
310000,Nəsimi m.,4 otaqlı,160 m²,10/17 mərtəbə
250000,Dərnəgül m.,2 otaqlı,4 m²,8/16 mərtəbə
650000,Gənclik m.,4 otaqlı,320 m²,20/21 mərtəbə
289999,Xətai r.,4 otaqlı,185 m²,10/16 mərtəbə
85500,20 Yanvar m.,1 otaqlı,35 m²,9/16 mərtəbə
112000,Dərnəgül m.,1 otaqlı,52 m²,6/10 mərtəbə
173000,Badamdar q.,2 otaqlı,67 m²,18/18 mərtəbə
116000,Memar Əcəmi m.,2 otaqlı,70 m²,1/5 mərtəbə
380000,Mərdəkan q.,N/A,N/A,N/A
225000,Nəriman Nərimanov m.,2 otaqlı,75 m²,3/8 mərtəbə
330000,Şüvəlan q.,N/A,N/A,N/A
98000,28 May m.,2 otaqlı,45 m²,2/2 mərtəbə
217000,20 Yanvar m.,2 otaqlı,80 m²,14/16 mərtəbə
130000,Elmlər Akademiyası m.,2 otaqlı,42 m²,1/9 mərtəbə
135000,Memar Əcəmi m.,3 otaqlı,65 m²,9/9 mərtəbə
531000,Ağ şəhər q.,4 otaqlı,177 m²,4/7 mərtəbə
405000,20 Yanvar m.,3 otaqlı,148 m²,19/27 mərtəbə
128000,Nəriman Nərimanov m.,2 otaqlı,60 m²,2/5 mərtəbə
4200000,28 May m.,N/A,N/A,N/A
450000,Nəsimi r.,4 otaqlı,215 m²,5/16 mərtəbə
265000,İnşaatçılar m.,3 otaqlı,150 m²,2/16 mərtəbə
235000,Həzi Aslanov m.,3 otaqlı,112 m²,14/20 mərtəbə
195000,Həzi Aslanov m.,3 otaqlı,84 m²,9/19 mərtəbə
489600,Ağ şəhər q.,3 otaqlı,136 m²,3/8 mərtəbə
175000,Bayıl q.,3 otaqlı,110 m²,17/18 mərtəbə
360000,Badamdar q.,4 otaqlı,132 m²,19/20 mərtəbə
450000,Nərimanov r.,4 otaqlı,208 m²,10/18 mərtəbə
145000,Avtovağzal m.,2 otaqlı,68 m²,14/17 mərtəbə
600000,Nəsimi r.,4 otaqlı,200 m²,4/11 mərtəbə
240000,8 Noyabr m.,2 otaqlı,99 m²,8/16 mərtəbə
985000,Badamdar q.,N/A,N/A,N/A
315000,Şah İsmayıl Xətai m.,3 otaqlı,126 m²,4/20 mərtəbə
210000,7-ci mikrorayon q.,2 otaqlı,93 m²,12/17 mərtəbə
227000,7-ci mikrorayon q.,3 otaqlı,7 m²,4/17 mərtəbə
196000,Nəriman Nərimanov m.,3 otaqlı,90 m²,4/5 mərtəbə
137000,Əhmədli q.,3 otaqlı,55 m²,6/9 mərtəbə
295000,Elmlər Akademiyası m.,N/A,N/A,N/A
225000,Xalqlar Dostluğu m.,5 otaqlı,125 m²,8/9 mərtəbə
275000,8 Noyabr m.,3 otaqlı,148 m²,27/27 mərtəbə
294000,Mərdəkan q.,N/A,N/A,N/A
600000,Sahil m.,4 otaqlı,140 m²,3/6 mərtəbə
96000,İnşaatçılar m.,2 otaqlı,40 m²,4/5 mərtəbə
365000,Gənclik m.,3 otaqlı,118 m²,3/17 mərtəbə
1950000,İsmayıllı,N/A,N/A,N/A
225000,28 May m.,2 otaqlı,92 m²,14/19 mərtəbə
86000,Xırdalan,2 otaqlı,80 m²,4/5 mərtəbə
255000,Mərdəkan q.,N/A,N/A,N/A
289000,9-cu mikrorayon q.,3 otaqlı,160 m²,8/14 mərtəbə
172000,Fatmayı q.,N/A,N/A,N/A
220000,İnşaatçılar m.,2 otaqlı,80 m²,10/17 mərtəbə
450000,İçəri Şəhər m.,N/A,N/A,N/A
135000,9-cu mikrorayon q.,2 otaqlı,47 m²,8/9 mərtəbə
3900,Hövsan q.,N/A,N/A,N/A
229000,Gənclik m.,2 otaqlı,102 m²,9/16 mərtəbə
218000,Nəsimi r.,2 otaqlı,76 m²,3/16 mərtəbə
430000,Nizami m.,6 otaqlı,160 m²,5/5 mərtəbə
1800000,Zirə q.,N/A,N/A,N/A
265000,Memar Əcəmi m.,3 otaqlı,125 m²,16/17 mərtəbə
172000,Yeni Yasamal q.,3 otaqlı,80 m²,3/9 mərtəbə
126500,Memar Əcəmi m.,3 otaqlı,50 m²,3/5 mərtəbə
182500,Nizami m.,2 otaqlı,73 m²,8/12 mərtəbə
185000,Azadlıq Prospekti m.,3 otaqlı,82 m²,10/17 mərtəbə
154000,8 Noyabr m.,2 otaqlı,70 m²,2/18 mərtəbə
195000,Binəqədi r.,3 otaqlı,80 m²,3/5 mərtəbə
35000,Xırdalan,1 otaqlı,33 m²,7/7 mərtəbə
310000,Nəsimi r.,4 otaqlı,240 m²,12/13 mərtəbə
125000,Əhmədli q.,2 otaqlı,4 m²,6/13 mərtəbə
175000,Nərimanov r.,2 otaqlı,78 m²,4/9 mərtəbə
190000,Xalqlar Dostluğu m.,4 otaqlı,95 m²,4/5 mərtəbə
205000,28 May m.,3 otaqlı,98 m²,3/11 mərtəbə
180000,Bakıxanov q.,2 otaqlı,89 m²,14/23 mərtəbə
3780000,Elmlər Akademiyası m.,N/A,N/A,N/A
155000,Şüvəlan q.,N/A,N/A,N/A
169000,Həzi Aslanov m.,3 otaqlı,104 m²,9/18 mərtəbə
200000,Badamdar q.,3 otaqlı,134 m²,2/17 mərtəbə
55500,Abşeron r.,2 otaqlı,37 m²,4/8 mərtəbə
349000,İnşaatçılar m.,5 otaqlı,200 m²,16/17 mərtəbə
139000,Xırdalan,N/A,N/A,N/A
450000,Elmlər Akademiyası m.,4 otaqlı,147 m²,2/14 mərtəbə
63000,Qaraçuxur q.,2 otaqlı,54 m²,2/4 mərtəbə
140000,Əhmədli q.,2 otaqlı,85 m²,14/19 mərtəbə
154000,Əhmədli m.,3 otaqlı,83 m²,7/9 mərtəbə
245000,Şah İsmayıl Xətai m.,3 otaqlı,100 m²,15/16 mərtəbə
388000,Elmlər Akademiyası m.,3 otaqlı,114 m²,3/17 mərtəbə
200000,Badamdar q.,4 otaqlı,91 m²,2/17 mərtəbə
490000,8-ci kilometr q.,N/A,N/A,N/A
55000,Qəbələ,N/A,N/A,N/A
285000,Mərdəkan q.,N/A,N/A,N/A
165000,Memar Əcəmi m.,3 otaqlı,94 m²,7/9 mərtəbə
88000,Qara Qarayev m.,2 otaqlı,45 m²,3/5 mərtəbə
939900,Sahil m.,6 otaqlı,250 m²,2/4 mərtəbə
47000,Xırdalan,N/A,N/A,N/A
185000,9-cu mikrorayon q.,2 otaqlı,3 m²,13/16 mərtəbə
395000,Buzovna q.,N/A,N/A,N/A
1170000,Nəsimi r.,5 otaqlı,304 m²,6/16 mərtəbə
129000,Neftçilər m.,2 otaqlı,54 m²,12/17 mərtəbə
385000,Badamdar q.,3 otaqlı,130 m²,16/18 mərtəbə
55000,Masazır q.,2 otaqlı,43 m²,7/8 mərtəbə
950000,Sahil m.,4 otaqlı,160 m²,4/4 mərtəbə
115000,Xırdalan,3 otaqlı,90 m²,13/15 mərtəbə
157000,Elmlər Akademiyası m.,2 otaqlı,51 m²,3/17 mərtəbə
90000,Biləcəri q.,2 otaqlı,60 m²,3/5 mərtəbə
215000,Nərimanov r.,3 otaqlı,110 m²,4/5 mərtəbə
497000,Buzovna q.,N/A,N/A,N/A
375000,Nərimanov r.,3 otaqlı,129 m²,8/18 mərtəbə
139000,Masazır q.,N/A,N/A,N/A
620000,Mərdəkan q.,N/A,N/A,N/A
188000,Elmlər Akademiyası m.,3 otaqlı,70 m²,9/10 mərtəbə
100170,Lənkəran,3 otaqlı,3 m²,2/7 mərtəbə
238000,8-ci mikrorayon q.,4 otaqlı,110 m²,3/10 mərtəbə
280000,Mərdəkan q.,N/A,N/A,N/A
269000,Nizami m.,3 otaqlı,115 m²,8/16 mərtəbə
650000,Xalqlar Dostluğu m.,N/A,N/A,N/A
300000,İçəri Şəhər m.,N/A,N/A,N/A
80000,Şüvəlan q.,N/A,N/A,N/A
289000,Nəsimi r.,3 otaqlı,98 m²,5/15 mərtəbə
385000,Nəriman Nərimanov m.,3 otaqlı,150 m²,4/16 mərtəbə
199000,Nəsimi r.,2 otaqlı,80 m²,8/17 mərtəbə
280000,İçəri Şəhər m.,3 otaqlı,100 m²,2/4 mərtəbə
145000,Nəsimi r.,3 otaqlı,53 m²,5/16 mərtəbə
238000,Nəriman Nərimanov m.,2 otaqlı,103 m²,14/18 mərtəbə
275000,Badamdar q.,3 otaqlı,137 m²,10/16 mərtəbə
133000,Qara Qarayev m.,2 otaqlı,51 m²,8/17 mərtəbə
450000,Şah İsmayıl Xətai m.,3 otaqlı,198 m²,11/16 mərtəbə
138000,Biləcəri q.,3 otaqlı,75 m²,4/9 mərtəbə
45000,Masazır q.,2 otaqlı,35 m²,3/5 mərtəbə
380800,Elmlər Akademiyası m.,3 otaqlı,112 m²,6/18 mərtəbə
219000,Nərimanov r.,2 otaqlı,80 m²,3/7 mərtəbə
167000,İnşaatçılar m.,2 otaqlı,69 m²,6/16 mərtəbə
25000,Saray q.,N/A,N/A,N/A
206000,Nəsimi r.,2 otaqlı,81 m²,10/18 mərtəbə
300000,Badamdar q.,3 otaqlı,134 m²,10/17 mərtəbə
288000,Nəriman Nərimanov m.,3 otaqlı,121 m²,5/16 mərtəbə
720000,Avtovağzal m.,N/A,N/A,N/A
259000,Nərimanov r.,3 otaqlı,103 m²,3/16 mərtəbə
125000,Tovuz,N/A,N/A,N/A
137000,Mərdəkan q.,N/A,N/A,N/A
85000,Kürdəxanı q.,N/A,N/A,N/A
158000,Həzi Aslanov m.,2 otaqlı,81 m²,7/16 mərtəbə
255000,Nərimanov r.,3 otaqlı,130 m²,10/16 mərtəbə
332000,Qara Qarayev m.,4 otaqlı,131 m²,11/16 mərtəbə
210000,Nəsimi m.,N/A,N/A,N/A
255000,Mərdəkan q.,N/A,N/A,N/A
98500,Zığ q.,2 otaqlı,68 m²,7/11 mərtəbə
225000,Nərimanov r.,3 otaqlı,82 m²,5/15 mərtəbə
185000,Mərdəkan q.,N/A,N/A,N/A
135000,Nəsimi m.,3 otaqlı,80 m²,19/19 mərtəbə
240000,28 May m.,3 otaqlı,125 m²,2/9 mərtəbə
125000,Səbail r.,2 otaqlı,50 m²,5/6 mərtəbə
573000,Nəsimi r.,4 otaqlı,190 m²,6/18 mərtəbə
225000,Elmlər Akademiyası m.,3 otaqlı,87 m²,11/18 mərtəbə
360500,Nizami m.,3 otaqlı,118 m²,11/14 mərtəbə
950000,Səbail r.,N/A,N/A,N/A
285000,Elmlər Akademiyası m.,3 otaqlı,85 m²,6/16 mərtəbə
120000,Quba,N/A,N/A,N/A
190000,Xətai r.,3 otaqlı,118 m²,6/10 mərtəbə
360000,Elmlər Akademiyası m.,3 otaqlı,192 m²,8/18 mərtəbə
165000,Dərnəgül m.,2 otaqlı,70 m²,9/17 mərtəbə
398900,Elmlər Akademiyası m.,4 otaqlı,190 m²,3/17 mərtəbə
210000,Nəsimi r.,3 otaqlı,95 m²,5/16 mərtəbə
225000,28 May m.,4 otaqlı,110 m²,3/4 mərtəbə
150000,Şah İsmayıl Xətai m.,2 otaqlı,65 m²,2/5 mərtəbə
1850000,Nəsimi r.,N/A,N/A,N/A
265000,20 Yanvar m.,3 otaqlı,153 m²,2/18 mərtəbə
105000,Nəriman Nərimanov m.,2 otaqlı,35 m²,2/5 mərtəbə
109000,Masazır q.,N/A,N/A,N/A
189000,İçəri Şəhər m.,3 otaqlı,100 m²,2/3 mərtəbə
